company_age,doc_completion,avg_rating,rating_variance,cancellation_rate,price_deviation,trustworthy
568,1.0,5.0,1.96,0.04,1.48,0
551,0.67,1.5,0.65,0.14,0.69,0
966,0.33,2.8,0.12,0.25,0.44,0
520,1.0,2.8,1.84,0.56,0.76,0
1570,0.67,2.8,1.43,0.17,0.2,0
1370,0.33,2.5,1.43,0.04,1.49,0
589,1.0,3.5,0.29,0.42,0.94,0
1568,0.67,4.4,1.15,0.26,1.28,0
1000,0.0,4.5,1.31,0.45,0.61,0
1482,0.0,1.2,0.13,0.44,1.14,0
176,0.33,4.3,1.81,0.52,0.44,0
1420,0.0,4.6,1.56,0.16,0.08,0
1184,0.33,2.0,1.06,0.01,0.9,0
1,1.0,2.8,0.7,0.12,0.1,0
1566,0.0,2.5,0.24,0.43,1.44,0
1032,0.67,2.2,0.94,0.59,0.03,0
1936,0.67,1.8,1.09,0.29,1.38,0
677,1.0,1.9,0.68,0.42,0.02,0
1916,0.0,4.7,1.64,0.13,0.81,0
1307,0.33,2.5,1.18,0.59,0.41,0
1084,1.0,4.7,1.21,0.35,0.92,0
1499,0.33,2.1,0.9,0.22,0.58,0
1802,0.33,4.4,1.56,0.13,0.91,0
474,0.0,3.7,1.99,0.13,0.4,0
1986,0.33,1.5,0.27,0.46,1.27,0
213,0.33,1.8,0.79,0.28,1.16,0
1750,0.67,1.5,0.82,0.35,0.67,0
1296,0.33,3.6,1.0,0.41,1.16,0
1196,0.0,2.7,1.59,0.57,1.14,0
107,0.0,4.8,1.87,0.02,1.26,0
1117,0.67,3.4,0.06,0.0,0.59,0
1854,1.0,2.6,0.63,0.54,0.72,0
835,0.0,1.1,0.51,0.25,0.41,0
1867,0.0,3.5,1.96,0.36,1.39,0
1434,0.0,1.8,1.6,0.5,0.84,0
789,0.67,4.7,0.17,0.3,0.99,0
945,0.33,2.0,1.11,0.18,1.2,0
1168,0.67,3.8,0.31,0.12,0.03,1
1406,1.0,1.7,0.45,0.14,1.21,0
772,1.0,1.1,0.53,0.54,1.47,0
1379,0.0,1.7,0.11,0.07,1.48,0
1218,0.0,3.8,0.4,0.58,0.63,0
432,0.0,4.8,1.32,0.34,0.35,0
758,1.0,1.5,1.05,0.44,0.79,0
1902,0.67,4.6,0.43,0.53,0.11,0
906,1.0,3.8,1.03,0.03,0.56,1
65,0.67,1.2,1.3,0.43,1.26,0
6,1.0,1.0,1.66,0.09,0.29,0
241,0.33,1.1,0.04,0.01,0.22,0
1847,0.33,2.5,1.32,0.33,0.89,0
1154,1.0,2.0,0.41,0.38,0.83,0
370,0.33,1.4,0.46,0.16,0.49,0
978,0.67,3.4,0.94,0.19,1.04,0
274,0.33,2.3,1.6,0.33,0.16,0
1087,0.67,3.3,1.67,0.17,0.08,0
916,0.33,2.2,1.72,0.35,1.01,0
667,1.0,3.9,1.6,0.15,0.36,1
961,1.0,3.5,0.94,0.5,0.32,0
1156,1.0,1.2,1.86,0.01,0.37,0
308,0.67,1.6,0.68,0.08,0.8,0
438,0.0,2.5,1.51,0.15,1.05,0
1435,0.67,2.6,0.02,0.04,1.45,0
1974,0.0,4.6,1.12,0.49,0.97,0
5,0.67,2.9,1.53,0.29,1.12,0
1566,0.0,1.8,0.81,0.22,0.5,0
976,0.67,4.8,1.56,0.22,0.81,0
405,1.0,3.2,0.99,0.38,1.09,0
1050,0.0,2.3,1.09,0.26,0.85,0
847,0.33,1.4,1.87,0.31,1.03,0
1035,0.0,2.1,1.99,0.51,1.27,0
638,0.33,4.9,1.32,0.24,0.63,0
1034,1.0,3.2,0.38,0.06,0.34,0
1820,0.67,3.1,1.83,0.01,0.71,0
754,0.0,3.5,1.38,0.46,0.22,0
1527,0.67,2.2,1.97,0.06,1.19,0
601,1.0,1.2,1.45,0.01,0.6,0
709,0.0,1.3,1.01,0.12,1.02,0
60,1.0,2.1,1.98,0.06,0.14,0
1543,0.67,4.5,0.42,0.15,0.23,1
396,0.33,4.3,1.13,0.54,0.45,0
1139,0.33,2.2,1.1,0.06,1.29,0
660,0.0,4.1,0.53,0.52,0.6,0
1856,0.0,3.8,0.96,0.19,0.52,0
943,0.67,2.7,1.7,0.17,0.05,0
735,0.67,1.4,0.02,0.36,0.49,0
904,0.0,1.3,0.69,0.42,0.99,0
1418,0.67,2.6,1.11,0.0,0.8,0
1349,0.33,2.7,1.61,0.51,0.38,0
1029,0.0,2.5,0.95,0.5,0.57,0
1095,0.0,4.1,1.27,0.25,0.42,0
851,0.33,4.4,1.37,0.12,0.31,0
808,0.67,2.5,0.01,0.14,0.97,0
493,1.0,2.9,0.15,0.11,0.48,0
586,1.0,4.8,1.27,0.04,0.22,1
643,0.0,4.4,1.69,0.39,1.1,0
1150,1.0,3.1,1.42,0.59,1.26,0
850,0.0,2.4,0.81,0.01,0.6,0
665,0.33,1.1,0.22,0.09,0.06,0
1084,1.0,3.8,0.38,0.57,1.39,0
1,0.67,2.0,0.52,0.3,0.87,0
356,0.0,2.5,0.29,0.14,0.65,0
726,0.0,3.4,0.81,0.26,1.03,0
1223,0.0,4.2,1.64,0.41,0.8,0
1825,1.0,4.9,0.42,0.36,0.81,0
157,0.67,4.5,0.05,0.29,0.34,1
144,0.67,2.9,0.77,0.03,0.84,0
1834,0.0,1.4,0.78,0.51,0.63,0
1203,0.67,3.3,1.26,0.59,0.61,0
1883,1.0,2.0,0.65,0.44,0.84,0
1821,1.0,2.3,1.21,0.05,1.05,0
219,0.67,4.3,0.98,0.26,0.61,1
1238,0.33,4.9,1.92,0.39,1.14,0
594,0.67,3.0,1.8,0.01,0.37,0
1257,0.67,3.4,0.8,0.24,1.49,0
1430,0.0,2.2,0.08,0.04,0.32,0
1902,0.0,3.7,1.08,0.34,0.13,0
1750,0.67,2.9,0.22,0.59,1.38,0
1194,0.0,3.7,1.03,0.3,1.47,0
1556,0.33,1.4,0.31,0.24,0.94,0
714,1.0,4.4,1.41,0.21,0.29,1
912,1.0,2.5,0.16,0.07,1.47,0
1864,0.0,3.6,0.22,0.2,1.43,0
580,0.67,4.8,0.72,0.54,0.05,0
720,1.0,3.7,0.89,0.55,1.47,0
1963,0.67,2.3,1.56,0.01,0.53,0
975,0.67,4.4,1.15,0.25,1.05,0
280,0.33,2.3,1.64,0.18,0.88,0
767,0.67,4.2,0.41,0.54,1.5,0
1119,0.0,4.6,1.36,0.26,0.49,0
30,0.33,4.3,0.92,0.23,1.41,0
1771,0.33,3.8,0.5,0.21,0.24,0
779,1.0,4.8,0.32,0.53,0.73,0
1478,0.0,3.1,1.09,0.01,0.88,0
268,1.0,4.4,0.5,0.12,0.32,1
743,1.0,4.6,1.5,0.01,1.24,0
401,0.67,2.9,0.74,0.14,0.57,0
495,0.0,1.3,0.27,0.2,0.44,0
1,1.0,3.1,1.48,0.17,1.19,0
716,0.0,3.9,1.41,0.49,0.13,0
1367,0.0,3.4,1.3,0.46,0.99,0
1691,0.67,3.9,1.71,0.27,1.39,0
296,0.67,4.7,1.64,0.37,1.03,0
47,0.67,3.6,1.02,0.58,0.29,0
1115,0.0,2.5,1.56,0.19,1.02,0
539,0.33,1.5,0.53,0.55,0.47,0
1582,0.0,4.3,0.65,0.37,0.35,0
1402,0.0,1.4,1.77,0.36,1.4,0
1822,0.33,1.8,1.67,0.43,1.48,0
681,1.0,2.3,0.77,0.28,0.36,0
1039,0.33,4.1,1.44,0.09,1.32,0
1295,0.33,4.7,1.03,0.01,0.38,0
1972,0.67,2.8,1.7,0.46,1.43,0
1542,0.67,2.2,1.47,0.22,0.15,0
1201,0.0,4.8,1.8,0.07,1.32,0
1894,0.33,3.9,0.58,0.57,0.48,0
512,0.67,4.5,0.58,0.01,0.15,1
1983,0.0,4.3,1.19,0.54,1.07,0
238,0.67,3.7,1.79,0.56,1.35,0
772,0.0,4.3,1.76,0.35,0.75,0
281,1.0,2.2,1.61,0.02,0.09,0
878,0.0,4.4,0.27,0.57,0.63,0
1906,1.0,4.0,0.29,0.56,1.03,0
604,0.67,2.3,1.47,0.15,0.76,0
1809,0.67,2.4,0.59,0.3,1.03,0
359,0.67,4.7,1.87,0.36,0.15,0
560,0.33,2.7,0.04,0.2,0.76,0
1551,0.67,4.9,1.6,0.43,0.95,0
418,0.67,3.9,1.96,0.31,0.8,0
1942,0.67,4.0,0.85,0.19,0.01,1
1511,0.67,2.2,1.19,0.58,1.32,0
1474,1.0,3.2,1.23,0.25,0.75,0
529,0.33,3.8,1.43,0.48,1.21,0
1101,0.33,3.1,0.05,0.42,1.49,0
978,0.33,4.0,0.06,0.6,0.24,0
448,1.0,3.1,0.07,0.53,0.34,0
1334,1.0,3.7,1.35,0.01,1.17,0
1497,1.0,3.9,0.05,0.41,0.41,0
548,0.0,1.6,0.93,0.05,1.0,0
563,0.67,4.6,1.97,0.49,1.22,0
1411,0.0,4.5,0.46,0.42,1.4,0
179,0.67,4.2,1.93,0.56,0.37,0
305,1.0,4.7,1.79,0.49,0.03,0
312,0.0,4.4,0.95,0.55,0.46,0
1945,0.67,3.2,0.48,0.53,1.47,0
419,0.67,2.8,0.91,0.31,1.37,0
1397,0.67,3.3,1.6,0.43,1.49,0
950,0.67,3.5,1.45,0.3,0.04,0
1396,1.0,2.2,1.51,0.54,0.19,0
1362,1.0,2.0,0.11,0.17,0.61,0
1030,1.0,3.3,1.01,0.46,1.42,0
53,0.33,4.3,1.95,0.57,0.28,0
1144,0.67,1.7,1.26,0.58,1.11,0
1623,0.33,4.0,1.31,0.42,0.65,0
1121,0.0,2.6,1.37,0.45,0.09,0
1549,0.33,2.7,0.63,0.02,0.32,0
639,0.67,1.5,0.48,0.15,1.47,0
1986,0.67,4.1,1.06,0.18,0.54,1
85,0.33,4.7,0.39,0.26,1.46,0
3,0.33,2.7,0.71,0.45,1.12,0
1554,0.0,3.6,1.11,0.27,1.09,0
1931,0.0,2.2,0.26,0.06,1.04,0
1989,0.67,3.3,1.04,0.23,1.22,0
1515,0.0,4.1,0.07,0.11,0.64,0
1905,0.67,3.9,0.17,0.03,0.48,1
1670,0.33,4.1,0.27,0.01,0.73,0
990,0.0,3.8,0.08,0.4,0.46,0
1717,0.33,2.3,0.49,0.02,0.71,0
1414,1.0,1.5,0.76,0.24,0.46,0
1658,0.0,1.3,1.16,0.13,0.65,0
365,1.0,1.5,0.16,0.07,1.43,0
1946,1.0,4.0,0.98,0.58,1.21,0
390,1.0,2.8,0.33,0.36,1.23,0
1048,0.33,1.9,1.88,0.19,1.07,0
741,1.0,3.4,0.78,0.38,1.45,0
879,0.67,2.5,0.75,0.09,0.99,0
1450,0.0,4.3,0.11,0.52,1.33,0
61,0.0,1.0,0.69,0.28,0.91,0
1978,0.33,2.7,0.2,0.32,1.29,0
1378,0.0,2.1,1.89,0.45,1.21,0
40,0.67,4.3,1.1,0.13,1.11,0
1273,1.0,3.8,0.59,0.04,0.45,1
1742,0.33,3.0,0.55,0.25,1.02,0
1909,1.0,4.4,0.61,0.31,0.31,0
835,1.0,3.5,1.94,0.21,0.99,0
1330,1.0,1.2,0.55,0.18,1.1,0
1252,0.33,3.0,0.64,0.11,1.41,0
1921,0.67,3.8,0.68,0.25,0.33,1
1342,0.0,1.9,1.67,0.29,1.14,0
1332,0.67,2.0,1.25,0.24,0.82,0
1531,0.33,1.9,1.14,0.04,0.05,0
714,0.67,3.1,0.65,0.41,0.74,0
1418,0.67,2.9,0.43,0.55,0.11,0
1341,0.33,4.1,0.14,0.57,0.76,0
1701,0.67,4.7,1.82,0.15,1.33,0
42,0.0,3.9,1.29,0.33,0.1,0
1577,0.33,3.9,1.66,0.52,0.78,0
384,1.0,1.0,0.11,0.2,0.53,0
1325,1.0,4.4,1.96,0.57,0.84,0
1386,1.0,3.6,1.27,0.5,0.41,0
1305,0.33,1.8,0.44,0.6,1.19,0
1658,0.0,4.5,1.63,0.13,0.19,0
1968,0.33,3.6,1.08,0.13,0.44,0
250,0.33,2.5,1.73,0.08,0.35,0
1280,1.0,3.4,1.19,0.04,0.69,0
1331,0.0,3.9,1.8,0.28,0.99,0
1332,0.33,3.2,0.03,0.11,1.05,0
1000,0.0,2.0,1.15,0.55,0.03,0
1398,1.0,2.3,1.05,0.17,1.02,0
544,0.33,3.3,0.91,0.24,0.2,0
1689,0.67,1.4,0.09,0.26,0.4,0
1670,0.0,4.4,1.07,0.17,1.27,0
268,1.0,1.7,0.43,0.44,1.08,0
1391,1.0,3.1,1.98,0.1,1.05,0
1253,0.67,2.1,0.54,0.46,0.79,0
1956,0.67,1.5,1.62,0.35,0.57,0
1602,0.0,3.8,1.7,0.46,0.14,0
1830,1.0,3.1,0.8,0.54,1.06,0
1714,0.0,3.9,1.47,0.57,0.84,0
1575,1.0,3.9,1.48,0.08,0.29,1
486,0.67,1.4,0.3,0.47,1.49,0
935,0.0,1.4,1.33,0.42,1.1,0
326,0.33,2.1,0.35,0.05,1.0,0
140,0.67,2.7,1.62,0.5,0.87,0
824,0.67,4.2,0.31,0.29,0.09,1
34,1.0,1.1,0.44,0.49,0.71,0
420,0.33,3.2,0.19,0.24,0.87,0
1751,0.0,4.6,0.74,0.19,1.43,0
1698,0.33,3.4,0.04,0.02,0.62,0
696,0.33,3.8,0.18,0.3,1.29,0
472,0.0,3.1,1.51,0.38,0.02,0
190,0.67,3.2,1.77,0.53,0.08,0
413,1.0,1.3,0.22,0.17,1.19,0
20,0.33,1.2,1.55,0.35,0.76,0
463,0.0,4.2,1.9,0.04,0.81,0
1926,0.33,4.9,1.64,0.52,0.15,0
1620,1.0,3.0,1.52,0.13,0.89,0
749,0.0,4.7,0.87,0.54,0.54,0
1019,0.33,4.7,0.06,0.02,0.5,0
650,0.0,2.4,1.92,0.6,1.04,0
864,0.0,3.8,1.36,0.6,1.17,0
742,0.67,1.9,0.04,0.17,0.42,0
1202,0.0,3.7,1.38,0.27,0.7,0
642,0.33,4.1,1.15,0.45,0.36,0
1476,0.67,1.8,1.83,0.03,0.7,0
641,0.67,1.4,0.45,0.29,0.17,0
505,0.0,1.3,1.64,0.33,0.63,0
1731,0.67,3.2,0.1,0.41,0.04,0
1960,0.0,4.1,0.03,0.2,0.95,0
79,0.0,2.5,1.63,0.14,1.3,0
511,0.0,2.2,1.25,0.03,0.66,0
581,0.67,3.5,1.21,0.59,0.36,0
1506,0.0,4.5,0.57,0.01,0.03,0
506,0.67,4.2,1.26,0.59,1.06,0
1652,0.0,3.3,0.33,0.53,0.29,0
1356,0.33,2.1,0.17,0.41,0.78,0
890,0.33,1.8,1.15,0.08,0.29,0
1780,0.0,3.7,1.49,0.46,0.34,0
318,0.67,3.0,0.81,0.11,1.22,0
425,1.0,2.2,0.62,0.53,1.06,0
469,0.0,4.2,0.75,0.02,0.91,0
715,0.33,4.5,1.56,0.57,0.02,0
1523,1.0,3.0,0.87,0.21,0.57,0
1057,1.0,3.9,0.92,0.25,1.26,0
728,0.0,1.1,1.1,0.12,1.35,0
679,0.0,2.6,1.37,0.33,0.84,0
644,1.0,3.2,0.85,0.43,0.33,0
1804,0.67,2.4,1.63,0.3,0.49,0
1501,0.67,2.7,1.22,0.57,1.39,0
923,0.0,4.2,0.44,0.09,0.35,0
875,0.33,3.9,0.68,0.24,0.98,0
1647,0.67,2.1,1.16,0.01,1.1,0
550,0.67,2.6,1.82,0.53,0.79,0
1671,0.0,1.4,1.96,0.34,0.59,0
1928,0.33,2.4,0.51,0.36,1.01,0
1909,0.67,2.9,1.67,0.23,0.22,0
393,0.67,4.1,1.96,0.29,0.86,0
1733,0.33,3.3,0.06,0.08,0.27,0
1566,1.0,2.1,1.37,0.27,1.08,0
1321,1.0,1.7,0.85,0.35,0.02,0
1958,0.33,3.0,1.54,0.18,0.29,0
1285,1.0,4.2,0.05,0.59,0.54,0
1893,1.0,2.7,0.5,0.01,0.91,0
594,1.0,3.0,0.8,0.53,0.42,0
26,0.33,1.2,1.67,0.02,0.13,0
1227,1.0,3.3,0.59,0.25,1.49,0
404,0.67,4.5,0.47,0.43,0.88,0
1580,0.67,3.4,0.19,0.17,1.1,0
1530,0.67,1.8,1.49,0.07,0.97,0
1539,0.33,2.0,0.3,0.01,0.05,0
712,0.67,3.7,1.43,0.5,0.1,0
656,1.0,1.4,1.36,0.54,0.49,0
783,0.33,4.4,1.79,0.09,0.47,0
971,0.67,4.7,1.69,0.0,1.15,0
1028,1.0,5.0,0.89,0.08,1.0,0
1667,0.33,3.6,0.66,0.44,0.55,0
1156,0.33,2.4,0.18,0.47,1.0,0
277,0.67,1.2,1.63,0.08,0.68,0
624,0.33,1.1,1.9,0.3,0.08,0
59,0.33,3.6,0.13,0.51,0.45,0
975,0.0,3.9,0.96,0.31,0.47,0
1633,0.0,4.4,1.23,0.45,0.46,0
453,1.0,1.6,0.15,0.04,0.19,0
918,1.0,1.3,0.08,0.34,0.14,0
1408,0.0,2.8,0.21,0.45,0.56,0
1745,1.0,4.6,1.23,0.05,0.2,1
810,0.0,4.5,1.55,0.2,1.15,0
1613,0.67,2.4,0.22,0.51,1.32,0
32,0.0,2.7,0.27,0.16,0.65,0
1935,0.67,2.5,1.48,0.17,0.32,0
14,1.0,1.5,0.5,0.24,1.07,0
144,0.33,3.8,0.98,0.48,0.57,0
1450,1.0,1.6,1.59,0.36,1.48,0
1914,0.33,2.7,1.29,0.54,0.65,0
1454,0.33,2.5,0.31,0.08,0.45,0
420,1.0,3.5,1.74,0.29,0.24,1
1381,0.67,3.6,1.21,0.2,0.52,1
1901,0.67,3.8,1.96,0.21,0.7,1
1967,1.0,4.8,1.05,0.24,0.57,1
155,1.0,4.8,0.25,0.11,0.55,1
1145,0.67,4.6,1.68,0.03,0.39,1
787,1.0,4.3,1.67,0.03,0.7,1
841,0.67,4.3,1.07,0.08,0.12,1
485,0.67,3.9,1.3,0.08,0.66,1
1630,0.67,4.8,0.22,0.07,0.51,1
1874,1.0,4.4,0.06,0.02,0.15,1
290,0.67,3.7,0.54,0.18,0.28,1
1443,1.0,4.1,0.81,0.06,0.45,1
5,1.0,4.6,1.73,0.11,0.28,1
480,0.67,3.5,0.37,0.16,0.19,1
1344,0.67,4.3,1.01,0.11,0.09,1
1939,1.0,4.2,1.18,0.23,0.47,1
1751,1.0,4.4,0.66,0.29,0.56,1
1685,0.67,3.9,1.44,0.15,0.75,1
1990,1.0,3.8,1.59,0.23,0.29,1
1468,0.67,4.6,0.89,0.12,0.39,1
924,0.67,4.0,1.32,0.1,0.17,1
1701,1.0,4.2,0.15,0.04,0.25,1
1028,1.0,4.4,1.4,0.29,0.12,1
1798,1.0,4.0,0.63,0.27,0.67,1
433,1.0,3.9,1.79,0.04,0.58,1
1679,1.0,4.3,0.6,0.14,0.29,1
669,0.67,3.7,1.43,0.21,0.72,1
648,0.67,4.5,1.56,0.19,0.42,1
1466,1.0,5.0,0.13,0.26,0.72,1
1374,1.0,4.9,0.33,0.15,0.13,1
1237,1.0,3.8,1.66,0.26,0.12,1
660,1.0,4.4,1.66,0.28,0.1,1
1752,1.0,5.0,0.01,0.07,0.08,1
483,1.0,4.9,1.57,0.26,0.29,1
888,0.67,5.0,0.55,0.2,0.4,1
609,0.67,4.0,1.39,0.06,0.25,1
288,0.67,4.8,0.79,0.11,0.29,1
390,1.0,3.6,1.46,0.02,0.02,1
955,0.67,4.6,1.11,0.22,0.13,1
277,1.0,3.8,1.63,0.28,0.66,1
571,0.67,3.9,2.0,0.09,0.7,1
718,0.67,4.5,1.45,0.15,0.38,1
485,0.67,4.7,1.19,0.24,0.56,1
1764,0.67,4.1,1.46,0.01,0.72,1
1452,1.0,4.4,0.34,0.24,0.67,1
357,0.67,4.9,1.33,0.16,0.7,1
854,0.67,3.7,0.71,0.25,0.74,1
250,1.0,3.8,0.55,0.2,0.32,1
1922,1.0,3.7,1.09,0.12,0.5,1
1010,0.67,4.7,1.4,0.16,0.21,1
535,1.0,4.2,0.88,0.07,0.25,1
1782,0.67,3.9,0.58,0.25,0.51,1
1161,0.67,4.0,0.37,0.01,0.68,1
430,0.67,3.7,0.81,0.26,0.59,1
1140,1.0,5.0,1.83,0.03,0.28,1
1098,1.0,3.7,1.64,0.14,0.68,1
914,1.0,4.5,1.4,0.02,0.24,1
1800,1.0,4.9,0.82,0.05,0.01,1
1841,0.67,4.7,1.21,0.27,0.45,1
1766,1.0,4.2,1.24,0.28,0.75,1
108,1.0,4.7,1.96,0.23,0.18,1
143,0.67,4.1,1.78,0.06,0.1,1
906,0.67,4.9,0.77,0.08,0.72,1
595,1.0,3.5,1.89,0.01,0.29,1
1721,0.67,3.9,0.48,0.05,0.04,1
1481,0.67,4.7,0.79,0.1,0.32,1
264,1.0,4.5,1.19,0.04,0.18,1
1837,1.0,3.6,1.33,0.25,0.39,1
1892,0.67,4.8,1.35,0.27,0.08,1
850,1.0,4.1,1.04,0.14,0.39,1
829,1.0,4.0,1.23,0.11,0.04,1
1937,0.67,4.7,1.44,0.16,0.39,1
254,1.0,4.4,0.33,0.28,0.02,1
375,0.67,4.4,1.82,0.19,0.65,1
275,1.0,3.9,0.18,0.04,0.39,1
1364,1.0,4.7,0.52,0.05,0.09,1
1673,1.0,4.7,1.4,0.27,0.48,1
1977,0.67,4.1,0.77,0.28,0.14,1
1724,0.67,4.5,1.9,0.12,0.31,1
1487,0.67,5.0,0.46,0.15,0.65,1
1333,1.0,4.3,1.91,0.14,0.15,1
1588,0.67,4.5,0.88,0.12,0.07,1
1539,1.0,4.0,0.32,0.25,0.36,1
653,1.0,4.8,0.43,0.19,0.33,1
122,1.0,3.5,1.0,0.0,0.01,1
1473,1.0,3.6,1.73,0.03,0.66,1
501,1.0,4.8,0.87,0.08,0.12,1
1699,1.0,4.4,1.37,0.2,0.69,1
128,1.0,3.5,1.72,0.13,0.28,1
904,1.0,4.4,0.18,0.21,0.28,1
1664,0.67,4.1,1.29,0.08,0.55,1
162,1.0,3.6,0.43,0.15,0.61,1
558,0.67,4.1,0.26,0.03,0.61,1
970,0.67,3.8,0.25,0.06,0.09,1
594,0.67,4.2,0.4,0.17,0.1,1
224,0.67,3.9,1.93,0.07,0.76,1
1118,0.67,3.9,1.13,0.17,0.18,1
1805,1.0,3.5,0.58,0.02,0.05,1
1565,0.67,4.8,1.63,0.09,0.3,1
1796,0.67,4.1,1.46,0.27,0.22,1
1793,1.0,3.9,0.52,0.16,0.2,1
42,0.67,4.1,1.99,0.14,0.0,1
667,0.67,4.9,1.7,0.06,0.14,1
1715,1.0,3.6,1.63,0.27,0.46,1
1095,0.67,3.7,1.18,0.24,0.2,1
1598,0.67,4.8,1.52,0.16,0.11,1
1547,0.67,4.3,0.56,0.16,0.2,1
1882,0.67,3.6,1.46,0.2,0.57,1
1023,1.0,4.4,1.64,0.17,0.31,1
1779,0.67,4.9,0.36,0.2,0.43,1
814,1.0,4.9,0.42,0.21,0.23,1
164,1.0,3.6,1.5,0.26,0.15,1
1028,0.67,4.1,1.87,0.08,0.21,1
1812,1.0,3.9,1.66,0.08,0.1,1
594,1.0,3.6,1.39,0.12,0.65,1
1011,1.0,4.9,1.99,0.09,0.68,1
1580,1.0,3.8,1.45,0.26,0.76,1
1631,0.67,3.9,0.97,0.28,0.21,1
1431,0.67,4.2,0.84,0.04,0.32,1
893,1.0,3.5,0.09,0.17,0.79,1
1706,1.0,3.5,0.52,0.26,0.77,1
417,0.67,3.6,1.3,0.08,0.1,1
1347,0.67,5.0,0.36,0.05,0.11,1
625,1.0,3.7,1.45,0.07,0.57,1
1484,1.0,4.4,1.18,0.04,0.02,1
1368,0.67,3.7,0.99,0.1,0.43,1
1319,1.0,4.3,0.73,0.05,0.06,1
1504,1.0,4.2,0.68,0.05,0.56,1
1258,1.0,3.9,0.87,0.26,0.19,1
782,1.0,3.8,0.11,0.27,0.08,1
1733,0.67,4.2,1.48,0.07,0.72,1
847,1.0,4.1,0.68,0.01,0.38,1
1408,1.0,4.6,0.96,0.14,0.27,1
813,0.67,4.6,0.92,0.29,0.61,1
1781,0.67,4.5,1.06,0.2,0.56,1
158,0.67,4.2,1.78,0.16,0.45,1
896,1.0,3.5,1.33,0.06,0.07,1
1950,0.67,4.4,1.43,0.09,0.3,1
1192,0.67,3.6,1.39,0.17,0.07,1
233,1.0,4.0,0.08,0.06,0.39,1
325,1.0,4.9,1.27,0.2,0.66,1
1306,0.67,4.1,0.59,0.18,0.39,1
790,0.67,4.7,0.34,0.07,0.44,1
1942,1.0,3.5,0.74,0.17,0.21,1
1383,0.67,4.6,0.38,0.11,0.06,1
78,1.0,3.6,0.02,0.24,0.22,1
81,0.67,4.8,0.7,0.23,0.39,1
1068,1.0,4.8,0.69,0.06,0.02,1
1413,1.0,4.7,1.82,0.07,0.42,1
1403,0.67,3.5,0.96,0.15,0.65,1
943,1.0,3.6,1.66,0.04,0.05,1
269,0.67,4.5,0.06,0.26,0.04,1
1002,1.0,3.9,1.18,0.14,0.27,1
1504,1.0,4.6,1.16,0.05,0.36,1
325,1.0,3.5,1.48,0.28,0.7,1
0,1.0,3.9,0.11,0.17,0.1,1
860,0.67,4.7,0.57,0.26,0.79,1
157,1.0,4.6,0.51,0.19,0.69,1
1114,1.0,3.6,0.65,0.2,0.77,1
1043,0.67,4.9,0.4,0.07,0.64,1
1032,1.0,4.9,0.33,0.13,0.1,1
1450,0.67,4.7,1.07,0.03,0.11,1
879,0.67,4.8,0.62,0.24,0.69,1
1146,0.67,4.9,1.44,0.23,0.23,1
18,1.0,4.2,0.9,0.19,0.16,1
638,1.0,3.8,1.77,0.22,0.69,1
855,0.67,4.6,1.44,0.01,0.17,1
1899,1.0,3.7,0.43,0.29,0.05,1
145,0.67,4.8,0.18,0.24,0.2,1
284,0.67,4.3,0.34,0.08,0.46,1
1603,0.67,4.5,1.67,0.24,0.5,1
651,1.0,4.3,0.93,0.28,0.21,1
1326,0.67,4.5,0.13,0.02,0.27,1
306,0.67,4.5,0.02,0.29,0.4,1
450,1.0,4.2,0.65,0.01,0.16,1
433,1.0,4.6,1.11,0.27,0.26,1
329,0.67,3.7,1.95,0.08,0.14,1
1303,1.0,4.3,0.35,0.1,0.46,1
896,1.0,4.8,1.95,0.03,0.14,1
1329,1.0,4.1,0.21,0.06,0.21,1
1056,0.67,3.8,1.52,0.21,0.16,1
973,1.0,4.8,1.01,0.24,0.12,1
870,0.67,3.5,1.16,0.1,0.4,1
1498,1.0,4.7,0.27,0.25,0.27,1
21,0.67,4.7,0.3,0.05,0.67,1
764,0.67,5.0,1.9,0.2,0.09,1
699,0.67,4.4,1.05,0.16,0.52,1
375,0.67,3.6,0.77,0.27,0.68,1
25,1.0,4.0,1.79,0.26,0.42,1
149,0.67,4.1,0.79,0.13,0.02,1
395,1.0,3.5,1.88,0.24,0.02,1
840,1.0,3.7,0.17,0.0,0.28,1
179,1.0,4.6,0.59,0.13,0.08,1
1821,0.67,3.8,1.31,0.16,0.51,1
376,0.67,4.1,1.41,0.18,0.79,1
927,1.0,4.9,1.33,0.0,0.67,1
1505,1.0,4.5,1.64,0.24,0.05,1
1307,1.0,3.9,0.86,0.22,0.27,1
1148,0.67,4.3,0.98,0.07,0.64,1
1917,0.67,4.2,0.3,0.17,0.05,1
19,1.0,4.9,0.47,0.09,0.29,1
358,0.67,4.1,1.54,0.05,0.5,1
1343,1.0,3.7,1.72,0.27,0.71,1
1175,1.0,3.5,1.95,0.1,0.32,1
735,0.67,4.7,1.9,0.17,0.25,1
271,1.0,3.7,1.58,0.09,0.37,1
1773,0.67,3.7,1.09,0.19,0.26,1
1196,1.0,4.0,0.44,0.24,0.44,1
471,1.0,4.0,0.73,0.25,0.46,1
1008,1.0,4.6,1.46,0.05,0.54,1
842,1.0,4.6,1.27,0.16,0.54,1
1943,0.67,4.9,1.41,0.25,0.14,1
927,0.67,4.2,1.82,0.02,0.29,1
1917,0.67,3.9,1.4,0.28,0.15,1
